seller_id,order_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,shipping_limit_date,price,freight_value,seller_zip_code_prefix,seller_city,seller_state,mql_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,business_type,declared_product_catalog_size,declared_monthly_revenue
cc63f0dd2acba93ffed4fe9f8e0321fa,099a55045696dde09f58f62e8e82a542,66358fc9282c24ef2163204d1803774a,d06273369ff5483c3f75f49d621eccbe,48005,alagoinhas,BA,delivered,"2018-05-27 20:29:11","2018-05-27 20:55:04","2018-05-28 15:06:00","2018-06-13 16:58:49","2018-07-12 02:00:00",1,ea2999d120b8644995f93e02aa9660c3,"2018-06-04 20:55:04",169,22.89,15025,"sao jose do rio preto",SP,3cc3bc10218cf509ba24613cda41d940,0a0fb2b07d841f84fb6714e35c723075,9e4d1098a3b0f5da39b0bc48f9876645,"2018-04-24 05:00:00",home_office_furniture,online_beginner,eagle,NULL,NULL,NULL,reseller,NULL,0
612170e34b97004b3ba37eae81836b4c,101625de5f3ea8064a2900b7b9235491,4a87a0eb95dfb921f88334b7873d9410,a0c2e84d8ac83733cbbc70f0eaad7b90,24901,marica,RJ,delivered,"2018-07-28 20:38:20","2018-07-30 18:15:09","2018-08-07 15:41:00","2018-08-23 21:52:38","2018-08-23 02:00:00",1,8ae7db511529da9af9685c9d0375bd82,"2018-08-13 18:15:09",154.9,19.23,93542,"novo hamburgo",RS,327174d3648a2d047e8940d7d15204ca,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,"2018-06-05 19:27:23",home_appliances,online_big,cat,NULL,NULL,NULL,reseller,NULL,0
fcdd820084f17e9982427971e4e9d47f,198d8b83646f4c7c43be3a2e59364f1a,673c306944b76773b1ec7b6714ea754d,91f15ef4db3006a762bc7e46aa544393,90480,"porto alegre",RS,delivered,"2018-05-08 17:15:02","2018-05-08 17:36:29","2018-05-08 18:34:00","2018-05-15 23:31:09","2018-06-08 02:00:00",2,4e9c78909e68601b5bf58e5797a789c7,"2018-05-14 17:31:49",185,54.83,14075,"ribeirao preto",SP,2708ccf204c47df56b5469327e900581,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,"2018-02-15 18:38:42",household_utilities,online_big,NULL,NULL,NULL,NULL,manufacturer,NULL,0
fcdd820084f17e9982427971e4e9d47f,198d8b83646f4c7c43be3a2e59364f1a,673c306944b76773b1ec7b6714ea754d,91f15ef4db3006a762bc7e46aa544393,90480,"porto alegre",RS,delivered,"2018-05-08 17:15:02","2018-05-08 17:36:29","2018-05-08 18:34:00","2018-05-15 23:31:09","2018-06-08 02:00:00",1,4e9c78909e68601b5bf58e5797a789c7,"2018-05-14 17:31:49",185,54.83,14075,"ribeirao preto",SP,2708ccf204c47df56b5469327e900581,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,"2018-02-15 18:38:42",household_utilities,online_big,NULL,NULL,NULL,NULL,manufacturer,NULL,0
bce6a5ecf98e99fd2a8868b15c51f04b,0ed6d545d159bc1c0786d83a66c1cd03,cadcc766f52c62f7f08bbfb5712bc3ec,181d08e7dcfdac616bf321a7ca3ad0ca,77478,sandolandia,TO,delivered,"2018-06-02 12:10:55","2018-06-02 12:30:55","2018-06-05 14:54:00","2018-06-18 21:12:02","2018-07-12 02:00:00",1,d1aa53582c132a7a0ba01cc331ab573f,"2018-06-07 12:30:55",799,42.28,7180,guarulhos,SP,6fd8a9e989f62bd98e7d20c2f81b1519,068066e24f0c643eb1d089c7dd20cd73,d3d1e91a157ea7f90548eef82f1955e3,"2018-04-13 05:00:00",watches,online_medium,cat,NULL,NULL,NULL,reseller,NULL,0
db2956745b3a8e9f3785c99f34b5d25e,10216a8fe4be87320fb696c8752ad08f,c978f2fd46dad1cd91bea65c69607bf9,ffb7a3f4d1afe09714753add843d23b0,38408,uberlandia,MG,delivered,"2018-05-02 00:22:04","2018-05-02 00:35:15","2018-05-07 17:00:00","2018-05-14 22:21:22","2018-05-24 02:00:00",1,fc8595227785863846b7daa2ae3f2c9b,"2018-05-08 00:35:15",118,18.71,11600,"sao sebastiao",SP,e84d3444422cda735543114cf5df6b95,9d12ef1a7eca3ec58c545c678af7869c,de63de0d10a6012430098db33c679b0b,"2018-03-22 20:35:04",audio_video_electronics,online_medium,cat,NULL,NULL,NULL,manufacturer,NULL,0
daf565f087a52def0fd5c5825b3661bc,0f9dcd718955037bf65c97edcee390ff,1b0a218005553bbb622b569970807457,291c0ff050cf97149f73b6d78705b090,30240,"belo horizonte",MG,delivered,"2018-06-27 01:44:15","2018-06-27 03:35:26","2018-06-28 16:35:00","2018-07-03 22:16:46","2018-07-25 02:00:00",1,f5889057b0c061390ce20f4b7b842ac0,"2018-07-03 02:31:17",49.9,22.28,88350,brusque,SC,3138f2d16a2894a0b029ac115da88f8f,a8387c01a09e99ce014107505b92388c,6565aa9ce3178a5caf6171827af3a9ba,"2018-03-28 15:21:21",home_decor,online_big,cat,NULL,NULL,NULL,reseller,NULL,0
c70c1b0d8ca86052f45a432a38b73958,1254db2858a5edb97a4c724409299e13,541b8feff9af77de5253a26c7b2dd7b9,8105a4e993076bcc55ba58303db6b397,5407,"sao paulo",SP,delivered,"2018-08-06 00:14:53","2018-08-06 00:25:11","2018-08-10 21:12:00","2018-08-14 01:08:48","2018-08-13 02:00:00",1,c589625c8ccc7bfd2e8f1fb041e24c4a,"2018-08-10 00:25:11",110.32,8.03,13186,hortolandia,SP,7b6ad2297d3beb569ddf3ee1ce22ffa8,9e4d1098a3b0f5da39b0bc48f9876645,060c0a26f19f4d66b42e0d8796688490,"2018-03-13 22:39:34",health_beauty,online_medium,shark,NULL,NULL,NULL,reseller,NULL,0
c70c1b0d8ca86052f45a432a38b73958,110e9fcc6899b6a4d7e300e8b987dc45,332edb33f8fbaa91e920ed3474865c7b,b9e2b59b7fa4a5b15a865aca88d38ece,13419,piracicaba,SP,delivered,"2018-05-15 17:34:36","2018-05-15 17:56:10","2018-05-16 16:14:00","2018-05-17 21:48:28","2018-05-28 02:00:00",1,48acade3f4dd39bbab10bd14bcfc8735,"2018-05-21 17:56:10",110,8.88,13186,hortolandia,SP,7b6ad2297d3beb569ddf3ee1ce22ffa8,9e4d1098a3b0f5da39b0bc48f9876645,060c0a26f19f4d66b42e0d8796688490,"2018-03-13 22:39:34",health_beauty,online_medium,shark,NULL,NULL,NULL,reseller,NULL,0
dfa0c4c6229ab200a4a1336b4d7128ff,061eb3fa9ee22a8dc3c90060e5a637c9,2ec58f2c612ff2a103859e7615e10a52,6f44e0e9c2553c98d619d8c5394f984f,5415,"sao paulo",SP,delivered,"2018-05-30 14:06:45","2018-05-30 14:29:37","2018-05-30 16:55:00","2018-06-12 19:34:28","2018-07-03 02:00:00",1,a95b8621d9c2434bd66a426fa6dc959b,"2018-06-05 14:29:37",49.9,15.23,88085,florianopolis,SC,ac029f072468dd8c97c15f0a9fa96f00,f42a2bd194f7802ab052a815c8de65b7,6565aa9ce3178a5caf6171827af3a9ba,"2018-04-20 21:42:05",home_decor,online_medium,eagle,NULL,NULL,NULL,reseller,NULL,0
7d13fca15225358621be4086e1eb0964,1a71051dfe3a0641e6feafe991adbdab,c51e08ffb18c1f0a3a6bd1302aa323dd,eca47d88709730dffaf3f221a8f3e89b,22780,"rio de janeiro",RJ,delivered,"2018-07-22 12:10:57","2018-07-23 13:31:46","2018-07-24 16:37:00","2018-07-31 03:28:43","2018-08-28 02:00:00",1,96f027a4749058d508f6c1bda657c79d,"2018-08-01 11:03:31",219,19.78,14050,"ribeirao preto",SP,0b97be8b4b408a3a0780a32e0a143a7f,56bf83c4bb35763a51c2baab501b4c67,9ae085775a198122c5586fa830ff7f2b,"2018-02-08 18:20:14",watches,online_big,NULL,NULL,NULL,NULL,reseller,NULL,0
516e7738bd8f735ac19a010ee5450d8d,19a870c81a3ab57258a090b0976ec5ee,fe5e5441853b0f7d6966a3d53aa13518,03d9f0637ae0ea5af27cc258a608618a,12244,"sao jose dos campos",SP,delivered,"2018-07-03 12:12:47","2018-07-05 18:21:33","2018-07-04 15:44:00","2018-07-11 17:21:07","2018-07-25 02:00:00",1,5f5e612ca8903e6425fd6d2d3f7fe985,"2018-07-09 12:30:59",152,23.86,22230,"rio de janeiro",RJ,e0bcbf50b9afa71ee130b94dfe8bcf2e,9d12ef1a7eca3ec58c545c678af7869c,495d4e95a8cf8bbf8b432b612a2aa328,"2018-05-08 15:32:34",health_beauty,online_small,cat,NULL,NULL,NULL,reseller,NULL,0
f46490624488d3ff7ce78613913a7711,11b2c36a481a4272681684f4b09ffabe,5ac5afb9030ae1388a544ef344997cbb,928d3128669ede3a38d1620aa7b1120d,54220,"jaboatao dos guararapes",PE,delivered,"2018-08-01 00:32:36","2018-08-02 07:15:21","2018-08-02 17:32:00","2018-08-09 18:42:40","2018-08-24 02:00:00",1,ef7f13c7694be202c48017b71801815c,"2018-08-09 07:15:21",49.9,28.83,7194,guarulhos,SP,98826328c3a60215e53b342560084571,9d12ef1a7eca3ec58c545c678af7869c,068066e24f0c643eb1d089c7dd20cd73,"2018-05-16 21:51:05",health_beauty,online_big,eagle,NULL,NULL,NULL,reseller,NULL,0
d566c37fa119d5e66c4e9052e83ee4ea,037f4f91c8f5cd2a6ddd52a63d97fdcc,b5dbaddb7666f875d9a348cb0584823e,0f9f321be72b164e312f125825e9aa44,13295,itupeva,SP,delivered,"2018-07-18 23:08:44","2018-07-18 23:15:21","2018-07-19 12:06:00","2018-07-23 13:41:56","2018-08-01 02:00:00",2,46b769809b6fb1728843192da1732171,"2018-07-22 23:15:21",36.9,12.92,4131,"sao paulo",SP,186f0892f13de5443c0b6d042a6ddde0,068066e24f0c643eb1d089c7dd20cd73,495d4e95a8cf8bbf8b432b612a2aa328,"2018-02-28 18:16:15",sports_leisure,online_big,cat,NULL,NULL,NULL,reseller,NULL,0
d566c37fa119d5e66c4e9052e83ee4ea,037f4f91c8f5cd2a6ddd52a63d97fdcc,b5dbaddb7666f875d9a348cb0584823e,0f9f321be72b164e312f125825e9aa44,13295,itupeva,SP,delivered,"2018-07-18 23:08:44","2018-07-18 23:15:21","2018-07-19 12:06:00","2018-07-23 13:41:56","2018-08-01 02:00:00",1,46b769809b6fb1728843192da1732171,"2018-07-22 23:15:21",36.9,12.92,4131,"sao paulo",SP,186f0892f13de5443c0b6d042a6ddde0,068066e24f0c643eb1d089c7dd20cd73,495d4e95a8cf8bbf8b432b612a2aa328,"2018-02-28 18:16:15",sports_leisure,online_big,cat,NULL,NULL,NULL,reseller,NULL,0
0a85ebe4e328db81ac9109781205e2f7,19b937e69325e082324396a05313613b,14a5fa5ec68a6b6a7fb8da1053487224,76220ceadab0f48d5270d7923e5c7b89,2856,"sao paulo",SP,delivered,"2018-07-18 00:31:11","2018-07-18 00:45:12","2018-07-18 17:06:00","2018-07-26 20:32:15","2018-07-25 02:00:00",1,6dbee6015717e50868e393e9bc6714f8,"2018-07-24 00:45:12",60,9.17,13205,jundiai,SP,04ecc73f538bcc74df709fe9281e08b8,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,"2018-03-15 18:13:24",home_decor,online_medium,eagle,NULL,NULL,NULL,manufacturer,NULL,0
c70c1b0d8ca86052f45a432a38b73958,1b4afae734d5015ce83f76cef15842a8,fed1995ba59ffb4d7ba82c1cdb39eb31,0cfd18c2b60aa680de9f5b66197cba40,5815,"sao paulo",SP,delivered,"2018-05-03 14:03:35","2018-05-03 14:55:01","2018-05-03 21:01:00","2018-05-04 23:32:10","2018-05-11 02:00:00",1,6e6bc9eb53618579e6184f84ae04dba9,"2018-05-09 14:55:01",110.32,7.64,13186,hortolandia,SP,7b6ad2297d3beb569ddf3ee1ce22ffa8,9e4d1098a3b0f5da39b0bc48f9876645,060c0a26f19f4d66b42e0d8796688490,"2018-03-13 22:39:34",health_beauty,online_medium,shark,NULL,NULL,NULL,reseller,NULL,0
594f9aaa48e5bf431f011ddc5669b0d5,11526907a9d9e94078d44fb1c4abb4ec,16c9179622cbd53ac83895bd09ea73c2,b31e6fd7fed8e0d6715a7462820c716a,24900,marica,RJ,delivered,"2018-08-08 02:56:34","2018-08-09 05:45:28","2018-08-09 22:33:00","2018-08-23 03:35:45","2018-08-20 02:00:00",1,03078714f1e3f3758555f67ff35b4b01,"2018-08-13 05:45:28",44.9,16.5,32185,contagem,MG,796e2f57fd87b9b44251e692e269f0bf,068066e24f0c643eb1d089c7dd20cd73,56bf83c4bb35763a51c2baab501b4c67,"2018-04-06 21:42:14",bags_backpacks,online_medium,cat,NULL,NULL,NULL,reseller,NULL,0
18e694e0e48ed6f7aa3f24aade5fd697,0170e40334131d971605ae70efb33e4f,c0c87e50917bad186dc13135c1820d25,dc09df53d23ae01d6b42b547913aa2ba,89899,"ipora do oeste",SC,delivered,"2018-07-18 09:17:35","2018-07-19 06:35:18","2018-07-19 13:02:00","2018-07-27 19:02:28","2018-08-10 02:00:00",1,145978af3e89b318be0b717a0953649a,"2018-07-25 06:35:18",19,18.23,13224,"varzea paulista",SP,3461d99a30c72933c66cac4f1c02bd14,4b339f9567d060bcea4f5136b9f5949e,d3d1e91a157ea7f90548eef82f1955e3,"2018-03-27 05:00:00",computers,online_medium,wolf,NULL,NULL,NULL,reseller,NULL,0
ba90964cff9b9e0e6f32b23b82465f7b,0905da36ee109b78ec1a3c9e089148a0,e95fd5cca40cc862687dda4846f9ac00,c705e3b98b76bd8e56d09625ac94216a,76872,ariquemes,RO,delivered,"2018-04-25 01:24:26","2018-04-25 01:35:13","2018-04-25 14:04:00","2018-05-11 22:23:45","2018-05-29 02:00:00",1,0433830caca22b01a0f477d31307b043,"2018-05-02 01:35:13",1999,115.63,7140,guarulhos,SP,8257329475414b1eaf3dc731440e01a7,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,"2018-02-09 18:10:58",small_appliances,NULL,cat,NULL,NULL,NULL,reseller,NULL,0
daf565f087a52def0fd5c5825b3661bc,0b2a86ad4de68092f2026ba5cdccc64e,bc3389e52abbda44032300e38db97c25,e6e46b9b0eec2f2400923f175eb00e3a,27277,"volta redonda",RJ,delivered,"2018-07-16 16:01:05","2018-07-16 16:15:09","2018-07-17 16:25:00","2018-07-26 18:38:51","2018-08-07 02:00:00",1,56a474f5d7d6cfaa8500cddd0aa35bba,"2018-07-20 16:15:09",144.5,39.52,88350,brusque,SC,3138f2d16a2894a0b029ac115da88f8f,a8387c01a09e99ce014107505b92388c,6565aa9ce3178a5caf6171827af3a9ba,"2018-03-28 15:21:21",home_decor,online_big,cat,NULL,NULL,NULL,reseller,NULL,0
7d13fca15225358621be4086e1eb0964,107c4b8b68f41c60258f21df32424c83,44a6739d3099d74270c8cb111143acf3,b45808c7d05673483b8a0fa206141cf4,27537,resende,RJ,delivered,"2018-05-03 16:54:21","2018-05-03 17:10:19","2018-05-09 17:48:00","2018-05-20 19:38:24","2018-05-28 02:00:00",1,53b36df67ebb7c41585e8d54d6772e08,"2018-05-09 17:10:19",99.9,0,14050,"ribeirao preto",SP,0b97be8b4b408a3a0780a32e0a143a7f,56bf83c4bb35763a51c2baab501b4c67,9ae085775a198122c5586fa830ff7f2b,"2018-02-08 18:20:14",watches,online_big,NULL,NULL,NULL,NULL,reseller,NULL,0
b494891378bd8f4560abe576c52deacd,08804ff605210017ad305e46cbd4e3c8,2dd2e0daa048c8e7bdf18c2fca50725a,7361b9114e6a9c55744f01645bbf62b4,13052,campinas,SP,delivered,"2018-08-06 14:26:08","2018-08-06 14:44:19","2018-08-06 19:57:00","2018-08-11 16:59:40","2018-08-13 02:00:00",1,336b68746bbdc7ef1b4e7115eaad1668,"2018-08-08 14:44:19",169.9,12.21,4160,"sao paulo",SP,119ce5d79e3c006a9e46967bff271cb2,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe,"2018-06-19 16:08:22",health_beauty,online_top,cat,NULL,NULL,NULL,reseller,NULL,0
4bfc7a4a1cf8d4d2121c27422d9e50b5,1422a4b4a2aa8b66fd49ff5557200b42,4b24f5ef0c134fe4d56bb392b3397dcd,0341bbd5c969923a0f801b9e2d10a7b8,25615,petropolis,RJ,delivered,"2018-05-28 16:18:26","2018-05-28 16:35:44","2018-05-29 14:04:00","2018-06-04 18:03:45","2018-06-29 02:00:00",3,8bb27b1d96be90b36b8d0c7f30931d52,"2018-06-05 16:30:56",280,28.04,3111,"sao paulo",SP,860e39bc33e7c4ca4c26ec67979cc290,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,"2018-03-08 04:00:00",home_decor,online_big,cat,NULL,NULL,NULL,reseller,NULL,0
4bfc7a4a1cf8d4d2121c27422d9e50b5,1422a4b4a2aa8b66fd49ff5557200b42,4b24f5ef0c134fe4d56bb392b3397dcd,0341bbd5c969923a0f801b9e2d10a7b8,25615,petropolis,RJ,delivered,"2018-05-28 16:18:26","2018-05-28 16:35:44","2018-05-29 14:04:00","2018-06-04 18:03:45","2018-06-29 02:00:00",2,8bb27b1d96be90b36b8d0c7f30931d52,"2018-06-05 16:30:56",280,28.04,3111,"sao paulo",SP,860e39bc33e7c4ca4c26ec67979cc290,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,"2018-03-08 04:00:00",home_decor,online_big,cat,NULL,NULL,NULL,reseller,NULL,0
4bfc7a4a1cf8d4d2121c27422d9e50b5,1422a4b4a2aa8b66fd49ff5557200b42,4b24f5ef0c134fe4d56bb392b3397dcd,0341bbd5c969923a0f801b9e2d10a7b8,25615,petropolis,RJ,delivered,"2018-05-28 16:18:26","2018-05-28 16:35:44","2018-05-29 14:04:00","2018-06-04 18:03:45","2018-06-29 02:00:00",1,8bb27b1d96be90b36b8d0c7f30931d52,"2018-06-05 16:30:56",280,28.04,3111,"sao paulo",SP,860e39bc33e7c4ca4c26ec67979cc290,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,"2018-03-08 04:00:00",home_decor,online_big,cat,NULL,NULL,NULL,reseller,NULL,0
612170e34b97004b3ba37eae81836b4c,16fcb558c864b7eb62bfbf4a55be23d2,b3b12bd3e740601c17700fc176996c6a,51de7192c29bf87d3d2d8a6ca54accf1,57030,maceio,AL,delivered,"2018-06-26 21:48:15","2018-06-26 22:07:45","2018-06-28 16:25:00","2018-07-11 00:44:32","2018-07-31 02:00:00",1,96530fd162c17a87b70830cc5fb0f45c,"2018-07-05 22:07:45",89.5,27.91,93542,"novo hamburgo",RS,327174d3648a2d047e8940d7d15204ca,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,"2018-06-05 19:27:23",home_appliances,online_big,cat,NULL,NULL,NULL,reseller,NULL,0
c70c1b0d8ca86052f45a432a38b73958,05086b5a715c97d1971784b6ae899a6d,3cec5fcde75cb301d296c334e846f8e7,133b813228f02ac54e2c90a91f73f179,4035,"sao paulo",SP,delivered,"2018-06-26 15:01:38","2018-06-26 15:16:17","2018-06-29 16:16:00","2018-06-30 21:06:58","2018-07-11 02:00:00",2,5f42d57952b7815098979a5c4fa6f82a,"2018-06-28 15:16:17",110.32,8.03,13186,hortolandia,SP,7b6ad2297d3beb569ddf3ee1ce22ffa8,9e4d1098a3b0f5da39b0bc48f9876645,060c0a26f19f4d66b42e0d8796688490,"2018-03-13 22:39:34",health_beauty,online_medium,shark,NULL,NULL,NULL,reseller,NULL,0
